code,plot,habitat,site,treatment,spec,height,fweight,dweight,bulknr,leafa,comment
316,D3SF,D,3,SF,Rholap,3.8,0.0349,0.0141,5,1.302,
317,D3SF,D,3,SF,Rholap,5.5,0.0477,0.0152,4,1.234,
318,D3SF,D,3,SF,Trices,15.2,0.2225,0.0779,7,6.92,
319,D3SF,D,3,SF,Trices,11.6,0.1602,0.0692,6,4.751,
320,D3SF,D,3,SF,Trices,11.3,0.1834,0.0692,7,5.244,
321,D3SF,D,3,SF,Erivag,6,0.0466,0.0162,4,1.458,
322,D3SF,D,3,SF,Erivag,12.9,0.0398,0.0116,1,0.991,
323,D3SF,D,3,SF,Erivag,9.6,0.0688,0.025,2,2.009,
324,D3SF,D,3,SF,Pinvul,0.6,0.0507,0.0043,3,2.019,
325,D3SF,D,3,SF,Pinvul,0.5,0.065,0.0042,3,2.55,
326,D3SF,D,3,SF,Pinvul,0.8,0.0727,0.0076,3,,scan missing
327,D3SF,D,3,SF,Castet,0.4,0.0326,0.0165,15,1.079,
328,D3SF,D,3,SF,Equsci,1,0.0446,0.0198,6,2.018,
329,D3SF,D,3,SF,Equsci,2.4,0.0579,0.0217,5,1.762,
330,D3SF,D,3,SF,Equsci,3.1,0.0368,0.015,4,1.465,
331,D3C,D,3,C,Trices,8.9,0.0758,0.0269,4,3.553,
332,D3C,D,3,C,Trices,11.4,0.1077,0.0409,5,3.405,
333,D3C,D,3,C,Trices,14.3,0.1504,0.0586,5,4.42,
334,D3C,D,3,C,Carbig,5.7,0.0779,0.0265,3,5.586,
335,D3C,D,3,C,Carbig,7.1,0.0728,0.0288,3,5.908,
336,D3C,D,3,C,Carbig,7,0.0932,0.0265,2,3.883,initially 3
337,D3C,D,3,C,Cardio,3,0.0183,0.0059,4,0.89,
338,D3C,D,3,C,Cardio,5.5,0.033,0.0114,4,1.453,
339,D3C,D,3,C,Cardio,2.6,0.0202,0.0074,4,0.924,
340,D3C,D,3,C,Hupsel,5.5,0.012,0.0051,20,0.588,
341,D3C,D,3,C,Hupsel,4.6,0.013,0.0056,20,0.612,
342,D3C,D,3,C,Hupsel,4.8,0.0102,0.0042,20,0.572,
343,D3C,D,3,C,Baralp,7.4,0.1162,0.0393,5,4.424,
344,D3C,D,3,C,Baralp,4.6,0.0376,0.0121,5,2.58,
345,D3C,D,3,C,Baralp,9.3,0.0879,0.0272,4,4.515,
346,D3C,D,3,C,Tofpus,1.5,0.0253,0.0087,6,1.705,
347,D3C,D,3,C,Tofpus,1.7,0.0294,0.0094,6,1.896,
348,D3C,D,3,C,Tofpus,1.7,0.0316,0.0112,5,1.822,
349,D3C,D,3,C,Rubcha,2.6,0.0895,0.0319,1,3.749,
350,D3C,D,3,C,Rubcha,3.3,0.0961,0.0326,1,3.838,
351,D3C,D,3,C,Rubcha,2.1,0.0666,0.0218,1,2.908,
352,D3C,D,3,C,Andpol,4.9,0.0256,0.0108,6,0.806,
353,D3C,D,3,C,Andpol,5.1,0.1004,0.0408,6,2.655,
354,D3C,D,3,C,Andpol,6.2,0.0659,0.0312,6,1.647,
355,D3C,D,3,C,Bisviv,6.2,0.2306,0.0619,2,7.067,
356,D3C,D,3,C,Bisviv,5.1,0.1217,0.0273,2,4.926,
357,D3C,D,3,C,Bisviv,4.6,0.0918,0.0228,2,3.144,
358,D3C,D,3,C,Pinvul,0.4,0.0464,0.0039,3,1.118,
359,D3C,D,3,C,Pinvul,0.4,0.0562,0.0041,3,2.185,
360,D3C,D,3,C,Pinvul,0.5,0.0905,0.0081,3,2.32,
361,D4SF,D,4,SF,Carbig,5.8,0.1424,0.0499,3,6.8,
362,D4SF,D,4,SF,Carbig,7.4,0.1106,0.0414,3,6.206,
363,D4SF,D,4,SF,Carbig,5.8,0.0888,0.033,3,6.825,
364,D4SF,D,4,SF,Carvag,3.8,0.0537,0.0155,2,,
365,D4SF,D,4,SF,Carvag,5.1,0.0883,0.0364,2,3.913,
366,D4SF,D,4,SF,Carvag,8,0.1184,0.0421,3,5.715,
367,D4SF,D,4,SF,Cardio,7.4,0.0335,0.0142,3,1.986,
368,D4SF,D,4,SF,Cardio,5.6,0.0241,0.0087,3,0.892,
369,D4SF,D,4,SF,Cardio,9.1,0.0698,0.0265,4,2.234,
370,D4SF,D,4,SF,Rubcha,3.3,0.096,0.0321,1,4.982,
371,D4SF,D,4,SF,Rubcha,2.5,0.1676,0.0628,1,6.912,
372,D4SF,D,4,SF,Rubcha,4.4,0.3172,0.1169,2,10.914,
373,D4SF,D,4,SF,Sallap,25.5,0.628,0.2609,3,22.716,
374,D4SF,D,4,SF,Sallap,12.5,0.3117,0.1266,3,12.66,
375,D4SF,D,4,SF,Sallap,23,0.2998,0.1302,3,12.513,
376,D4SF,D,4,SF,Baralp,10.5,0.2229,0.0677,6,7.708,
377,D4SF,D,4,SF,Baralp,5.8,0.0743,0.0224,6,2.578,
378,D4SF,D,4,SF,Baralp,8.7,0.0769,0.023,5,3.222,
379,D4SF,D,4,SF,Bisviv,9.2,0.3921,0.0818,3,11.278,
380,D4SF,D,4,SF,Bisviv,6.4,0.0896,0.0221,1,3.468,
381,D4SF,D,4,SF,Bisviv,6,0.1215,0.0318,2,3.45,
382,D4SF,D,4,SF,Arcalp,3.2,0.0811,0.0295,3,4.001,
383,D4SF,D,4,SF,Arcalp,5,0.1276,0.0538,4,5.945,
384,D4SF,D,4,SF,Arcalp,2.8,0.088,0.0343,4,4.383,
385,D4SF,D,4,SF,Andpol,3,0.0294,0.012,6,0.832,
386,D4SF,D,4,SF,Andpol,3.7,0.0406,0.0124,5,1.182,
387,D4SF,D,4,SF,Andpol,5.1,0.0646,0.0252,6,1.598,
388,D4SF,D,4,SF,Trices,16,0.3233,0.1194,5,8.569,
389,D4SF,D,4,SF,Trices,19,0.1698,0.0634,6,6.26,
390,D4SF,D,4,SF,Trices,13.5,0.2139,0.0747,5,5.752,
391,D4SF,D,4,SF,Pinvul,0.6,0.0931,0.006,2,1.726,
392,D4SF,D,4,SF,Pinvul,0.5,0.2459,0.0216,3,6.156,
393,D4SF,D,4,SF,Pinvul,0.5,0.1352,0.011,3,4.744,
394,D4SF,D,4,SF,Tofpus,2.2,0.0437,0.0139,5,1.997,
395,D4SF,D,4,SF,Tofpus,1.8,0.0421,0.0119,6,1.654,
396,D4SF,D,4,SF,Tofpus,1.7,0.0302,0.0103,6,1.264,
397,D4SF,D,4,SF,Equsci,3.9,0.0741,0.0346,6,2.649,
398,D4SF,D,4,SF,Equsci,4.2,0.0386,0.0109,1,0.749,
399,D4SF,D,4,SF,Equsci,0.8,0.0259,0.0074,6,0.757,
400,D4C,D,4,C,Carbig,8.2,0.0552,0.0213,3,,
401,D4C,D,4,C,Carbig,7.1,0.1708,0.0655,3,10.488,
402,D4C,D,4,C,Carbig,4.8,0.1063,0.0404,3,7.117,
403,D4C,D,4,C,Cardio,6.3,0.0359,0.0158,4,1.941,
404,D4C,D,4,C,Cardio,5.7,0.0539,0.0207,6,2.701,
405,D4C,D,4,C,Cardio,4.6,0.0335,0.0131,3,1.573,
406,D4C,D,4,C,Carvag,9.5,0.1706,0.0668,3,8.123,
407,D4C,D,4,C,Carvag,9.8,0.0653,0.0246,2,4.999,
408,D4C,D,4,C,Carvag,7.5,0.0593,0.021,2,4.217,
409,D4C,D,4,C,Cardio,11,0.0472,0.0201,2,2.09,
410,D4C,D,4,C,Trices,12.6,0.2429,0.0958,5,7.857,
411,D4C,D,4,C,Trices,15.8,0.1999,0.0807,5,7.804,
412,D4C,D,4,C,Arcalp,3.5,0.1643,0.0728,4,7.21,
413,D4C,D,4,C,Arcalp,3,0.0555,0.0246,3,3.174,
414,D4C,D,4,C,Arcalp,2.4,0.0547,0.0244,3,2.967,
415,D4C,D,4,C,Andpol,2.1,0.0543,0.0232,7,1.897,
416,D4C,D,4,C,Andpol,2.1,0.0617,0.0293,7,2.162,
417,D4C,D,4,C,Andpol,4,0.0619,0.0289,7,3.972,
418,D4C,D,4,C,Bisviv,10.2,0.1617,0.0411,1,5.163,
419,D4C,D,4,C,Bisviv,11.4,0.2385,0.0615,1,6.608,
420,D4C,D,4,C,Bisviv,6.8,0.2469,0.055,2,8.388,
421,D4C,D,4,C,Rubcha,4.1,0.2345,0.0826,1,8.699,
422,D4C,D,4,C,Rubcha,3.2,0.2274,0.0828,1,7.949,
423,D4C,D,4,C,Rubcha,3.3,0.1544,0.0561,1,5.493,
424,D4C,D,4,C,Pinvul,0.8,0.1293,0.0073,3,4.367,
425,D4C,D,4,C,Pinvul,1.2,0.2356,0.0193,5,8.578,
426,D4C,D,4,C,Pinvul,0.8,0.2948,0.0196,4,13.636,
427,D4C,D,4,C,Sallap,13.8,0.2444,0.0957,3,11.951,
428,D4C,D,4,C,Sallap,14.4,0.3872,0.1641,3,15.251,
429,D4C,D,4,C,Sallap,20.2,0.3765,0.1435,3,15.033,
430,D4C,D,4,C,Rholap,2.1,0.0742,0.0297,6,2.951,
431,D4C,D,4,C,Rholap,5.8,0.0852,0.0356,5,2.827,
432,D4C,D,4,C,Rholap,3.8,0.1238,0.0545,7,4.147,
433,D4C,D,4,C,Tofpus,2,0.0415,0.0141,5,1.711,
434,D4C,D,4,C,Tofpus,2,0.0702,0.0242,7,1.956,
435,D4C,D,4,C,Tofpus,1.8,0.0813,0.0275,6,2.952,
436,D4C,D,4,C,Baralp,8.6,0.07,0.023,6,3.503,
437,D4C,D,4,C,Baralp,13.1,0.2103,0.0709,5,7.945,
438,D4C,D,4,C,Baralp,9.2,0.1631,0.0506,6,6.904,
439,D5SF,D,5,SF,Sallap,21.5,0.3969,0.1595,3,16.469,
440,D5SF,D,5,SF,Sallap,56,0.4099,0.159,3,14.396,
441,D5SF,D,5,SF,Sallap,48,1.202,0.4679,3,39.795,
442,D5SF,D,5,SF,Salarb,44,0.273,0.1094,3,11.498,
443,D5SF,D,5,SF,Salarb,26,0.2444,0.0994,3,11.475,
444,D5SF,D,5,SF,Salarb,28,0.4202,0.1861,4,18.335,
445,D5SF,D,5,SF,Bisviv,3.5,0.2582,0.0655,2,8.329,
446,D5SF,D,5,SF,Bisviv,9.2,0.5755,0.1394,3,14.351,
447,D5SF,D,5,SF,Bisviv,11.2,0.4931,0.1282,2,14.389,
448,D5SF,D,5,SF,Fesovi,6.8,0.0675,0.032,9,2.562,
449,D5SF,D,5,SF,Fesovi,14,0.1045,0.036,10,6.604,
450,D5SF,D,5,SF,Fesovi,14,0.0942,0.0311,11,3.92,
451,D5SF,D,5,SF,Carbig,6.8,0.1349,0.0543,3,5.862,
452,D5SF,D,5,SF,Carbig,5.7,0.1711,0.0647,3,7.621,
453,D5SF,D,5,SF,Carbig,7.9,0.0919,0.035,3,5.328,
454,D5SF,D,5,SF,Carvag,3.7,0.0736,0.0285,3,3.332,
455,D5SF,D,5,SF,Carvag,4.2,0.0899,0.0332,3,3.914,
456,D5SF,D,5,SF,Carvag,2.1,0.0807,0.0316,3,6.743,
457,D5SF,D,5,SF,Baralp,10.2,0.3122,0.0969,5,12.25,
458,D5SF,D,5,SF,Baralp,11.2,0.1982,0.0672,5,6.725,
459,D5SF,D,5,SF,Baralp,14.7,0.3038,0.0992,6,10.865,
460,D5SF,D,5,SF,Andpol,5.1,0.0493,0.0205,6,1.539,
461,D5SF,D,5,SF,Andpol,5.3,0.0361,0.0121,7,2.086,
462,D5SF,D,5,SF,Andpol,5.6,0.0549,0.0207,5,1.683,
463,D5SF,D,5,SF,Arcalp,5.6,0.5451,0.1762,4,20.651,
464,D5SF,D,5,SF,Arcalp,5.7,0.5099,0.1719,4,19.019,
465,D5SF,D,5,SF,Arcalp,4.7,0.2091,0.0865,5,8.842,
466,D5SF,D,5,SF,Vacvit,6.8,0.1681,0.0665,6,6.129,
467,D5SF,D,5,SF,Vacvit,4.7,0.1726,0.066,6,5.528,
468,D5SF,D,5,SF,Vacvit,2.2,0.1005,0.0416,7,4.001,
469,D5SF,D,5,SF,Astalp,2.9,0.0517,0.0132,1,2.889,
470,D5SF,D,5,SF,Astalp,3.9,0.0664,0.0157,2,4.109,
471,D5SF,D,5,SF,Astalp,5.4,0.0935,0.0219,1,4.849,
472,D5SF,D,5,SF,Eupfri,9.8,0.1049,0.0246,5,4.459,
473,D5SF,D,5,SF,Eupfri,9.8,0.0507,0.011,4,2.313,
474,D5SF,D,5,SF,Eupfri,9.3,0.0937,0.0224,5,4,
475,D5SF,D,5,SF,Hupsel,4.2,0.0261,0.0086,20,1.662,
476,D5SF,D,5,SF,Hupsel,6.1,0.0185,0.0056,20,0.943,
477,D5SF,D,5,SF,Hupsel,4.6,0.0167,0.0078,20,0.694,
478,D5SF,D,5,SF,Pyrsp,2.9,0.1732,0.0488,3,8.981,
479,D5SF,D,5,SF,Pyrsp,2.7,0.1944,0.0669,3,8.705,
480,D5SF,D,5,SF,Pyrsp,2,0.2242,0.0722,4,10.172,
481,D5SF,D,5,SF,Silaca,2.2,0.0626,0.013,15,1.484,
482,D5SF,D,5,SF,Silaca,2,0.0534,0.01,15,2.031,
483,D5SF,D,5,SF,Silaca,1.7,0.0357,0.0067,14,1.029,
484,D5SF,D,5,SF,Trices,7.5,0.0673,0.0283,6,2.726,
485,D5SF,D,5,SF,Trices,10.3,0.2146,0.0848,8,9.675,
486,D5SF,D,5,SF,Trices,12.8,0.149,0.0576,7,5.042,
487,D5C,D,5,C,Andpol,5,0.079,0.0309,9,2.165,
488,D5C,D,5,C,Andpol,5.1,0.078,0.0293,9,2.989,
489,D5C,D,5,C,Andpol,4.7,0.0423,0.0177,4,1.22,
490,D5C,D,5,C,Astalp,5.8,0.122,0.0262,2,7.221,
491,D5C,D,5,C,Astalp,7.1,0.077,0.0201,1,3.632,
492,D5C,D,5,C,Astalp,5.6,0.1808,0.0367,2,8.908,
493,D5C,D,5,C,Arcalp,5.5,0.3192,0.1247,3,12.193,
494,D5C,D,5,C,Arcalp,3.6,0.1549,0.0516,3,6.932,
495,D5C,D,5,C,Arcalp,5.1,0.2129,0.0858,4,8.787,
496,D5C,D,5,C,Baralp,10.5,0.1881,0.0619,6,6.236,
497,D5C,D,5,C,Baralp,9.1,0.1102,0.0362,7,3.761,
498,D5C,D,5,C,Baralp,5.6,0.0753,0.0238,5,3.028,
499,D5C,D,5,C,Bisviv,8,0.2945,0.076,2,8.187,
500,D5C,D,5,C,Bisviv,8.3,0.3556,0.0863,2,9.74,
501,D5C,D,5,C,Bisviv,8.6,0.3078,0.0745,2,9.338,
502,D5C,D,5,C,Carbig,7.1,0.1177,0.0381,3,7.597,
503,D5C,D,5,C,Carbig,11.8,0.212,0.0777,3,13.255,
504,D5C,D,5,C,Carbig,5.2,0.0792,0.0258,2,4.581,
505,D5C,D,5,C,Carcap,2.7,0.0625,0.0203,6,3.684,
506,D5C,D,5,C,Carcap,4,0.0984,0.0334,4,5.774,
507,D5C,D,5,C,Carcap,3.6,0.0627,0.0219,6,3.518,
508,D5C,D,5,C,Salret,4,0.2982,0.1098,3,10.093,
509,D5C,D,5,C,Salret,1.5,0.2482,0.0935,3,7.636,
510,D5C,D,5,C,Salret,3.3,0.1504,0.0506,2,4.968,
511,D5C,D,5,C,Equpra,5.8,0.1716,0.0459,1,5.587,
512,D5C,D,5,C,Equpra,9.6,0.3056,0.0816,1,8.474,
513,D5C,D,5,C,Equpra,6.2,0.1568,0.04,1,4.275,
514,D5C,D,5,C,Hupsel,2.6,0.0268,0.0082,20,1.226,
515,D5C,D,5,C,Hupsel,4.8,0.0273,0.0094,20,1.352,
516,D5C,D,5,C,Hupsel,4.9,0.0283,0.0097,20,1.247,
517,D5C,D,5,C,Equsci,3.1,0.0436,0.0172,2,0.994,
518,D5C,D,5,C,Equsci,2.1,0.0742,0.0229,7,2.221,
519,D5C,D,5,C,Equsci,0.8,0.0759,0.0286,8,2.445,
520,D5C,D,5,C,Sallap,58,0.5495,0.2318,3,20.757,
521,D5C,D,5,C,Sallap,55,0.3511,0.148,3,14.613,
522,D5C,D,5,C,Sallap,49,0.5857,0.2314,3,22.117,
523,D5C,D,5,C,Saualp,9.9,1.1107,0.2325,3,32.959,
524,D5C,D,5,C,Saualp,6.8,0.4591,0.0896,2,15.154,
525,D5C,D,5,C,Saualp,8.1,0.8204,0.1749,2,22.748,
526,D5C,D,5,C,Silaca,1.6,0.064,0.0142,10,1.476,
527,D5C,D,5,C,Silaca,0.7,0.0594,0.0097,10,1.318,
528,D5C,D,5,C,Silaca,1.1,0.081,0.0157,10,1.757,
529,D5C,D,5,C,Thaalp,5.1,0.096,0.0301,,4.675,
530,D5C,D,5,C,Thaalp,5.4,0.1026,0.0364,2,4.177,
531,D5C,D,5,C,Thaalp,4.3,0.0731,0.024,2,3.601,
532,D5C,D,5,C,Trices,13.2,0.1951,0.0773,8,5.89,
533,D5C,D,5,C,Trices,12.4,0.1409,0.0564,7,4.28,
534,D5C,D,5,C,Trices,9.4,0.1814,0.0762,10,5.37,
535,D2SF,D,2,SF,Andpol,3,0.0638,0.0261,8,1.883,initially 7
536,D2SF,D,2,SF,Andpol,2.1,0.0574,0.024,6,1.494,
537,D2SF,D,2,SF,Andpol,3.3,0.0672,0.0247,7,2.285,initially 6
538,D2SF,D,2,SF,Arcalp,2.2,0.0687,0.0255,3,2.937,
539,D2SF,D,2,SF,Arcalp,2.3,0.0501,0.0212,4,2.624,
540,D2SF,D,2,SF,Arcalp,3.6,0.0819,0.0369,3,3.907,
541,D2SF,D,2,SF,Baralp,7.6,0.0825,0.0252,6,3.775,
542,D2SF,D,2,SF,Baralp,6.4,0.1195,0.039,6,4.697,
543,D2SF,D,2,SF,Baralp,6.8,0.121,0.0407,7,4.65,
544,D2SF,D,2,SF,Bisviv,4.2,0.2089,0.0546,2,6.323,
545,D2SF,D,2,SF,Bisviv,5.9,0.1607,0.0368,2,5.274,
546,D2SF,D,2,SF,Bisviv,3.4,0.0377,0.0109,1,1.271,
547,D2SF,D,2,SF,Carbig,6.5,0.1188,0.0457,3,7.347,
548,D2SF,D,2,SF,Carbig,5.4,0.0767,0.0276,2,5.029,
549,D2SF,D,2,SF,Carbig,5,0.0951,0.0392,3,4.639,
550,D2SF,D,2,SF,Pinvul,0.4,0.2165,0.0189,4,5.311,
551,D2SF,D,2,SF,Pinvul,0.3,0.1587,0.011,3,3.551,
552,D2SF,D,2,SF,Pinvul,0.6,0.0798,0.0057,2,2.005,
553,D2SF,D,2,SF,Carcap,4.5,0.1065,0.0367,12,7.308,
554,D2SF,D,2,SF,Carcap,2.2,0.0511,0.0151,5,2.724,
555,D2SF,D,2,SF,Carcap,3.3,0.0482,0.0161,6,2.629,
556,D2SF,D,2,SF,Rholap,2.6,0.0789,0.0343,7,2.809,
557,D2SF,D,2,SF,Rholap,1.3,0.0335,0.0144,5,1.249,
558,D2SF,D,2,SF,Rholap,2.4,0.0296,0.0108,5,1.229,
559,D2SF,D,2,SF,Salarb,12.5,0.2679,0.1224,4,8.587,
560,D2SF,D,2,SF,Salarb,8.7,0.2031,0.0793,4,6.945,
561,D2SF,D,2,SF,Salarb,9.8,0.1465,0.0637,4,4.81,
562,D2SF,D,2,SF,Cardio,5.8,0.057,0.0216,4,2.274,
563,D2SF,D,2,SF,Cardio,4.4,0.0309,0.0117,2,1.188,
564,D2SF,D,2,SF,Cardio,5.7,0.0386,0.0148,5,1.711,
565,D2SF,D,2,SF,Tofpus,1.9,0.0679,0.0213,8,2.464,
566,D2SF,D,2,SF,Tofpus,2.6,0.0393,0.0125,7,1.24,
567,D2SF,D,2,SF,Tofpus,1.9,0.0252,0.0093,7,0.901,
568,D2SF,D,2,SF,Trices,12.9,0.3849,0.1458,10,9.89,
569,D2SF,D,2,SF,Trices,9.4,0.2643,0.102,10,7.227,
570,D2SF,D,2,SF,Trices,9.8,0.2097,0.0839,7,5.296,
571,D2SF,D,2,SF,Silaca,0.9,0.047,0.01,10,0.806,
572,D2SF,D,2,SF,Silaca,0.9,0.0613,0.0167,10,1.174,
573,D2SF,D,2,SF,Silaca,1.4,0.0558,0.0139,10,1.1,
574,D2SF,D,2,SF,Dryoct,3.8,0.1074,0.0425,5,4.005,
575,D2SF,D,2,SF,Dryoct,4.3,0.0777,0.0316,4,2.722,
576,D2SF,D,2,SF,Dryoct,4.7,0.1732,0.0674,3,5.717,initially 4
577,D2SF,D,2,SF,Carvag,8.7,0.0506,0.0192,2,2.897,
578,D2SF,D,2,SF,Carvag,6.3,0.0311,0.0117,2,1.62,
579,D2SF,D,2,SF,Carvag,5.6,0.056,0.0208,3,3.325,
580,D2SF,D,2,SF,Equsci,2.9,0.0634,0.0267,3,1.396,
581,D2SF,D,2,SF,Equsci,5.5,0.0671,0.0237,3,1.346,
582,D2SF,D,2,SF,Equsci,0.7,0.0273,0.0107,5,0.85,
583,D2SF,D,2,SF,Castet,5.4,0.0196,0.0085,15,0.689,
584,D2C,D,2,C,Andpol,2.8,0.0363,0.0162,4,1.007,
585,D2C,D,2,C,Andpol,2.3,0.0257,0.0107,4,0.743,
586,D2C,D,2,C,Andpol,3.6,0.0618,0.0272,7,1.868,
587,D2C,D,2,C,Baralp,4.1,0.0726,0.0258,6,2.856,
588,D2C,D,2,C,Baralp,4,0.0466,0.0154,6,2.321,
589,D2C,D,2,C,Baralp,3.1,0.0288,0.0083,6,1.543,
590,D2C,D,2,C,Bisviv,6.4,0.0884,0.0235,1,2.876,
591,D2C,D,2,C,Bisviv,6.1,0.0867,0.0239,1,2.261,
592,D2C,D,2,C,Bisviv,5.3,0.1828,0.0556,2,5.271,
593,D2C,D,2,C,Carbig,8,0.1324,0.0489,3,7.841,
594,D2C,D,2,C,Carbig,14.6,0.2866,0.1062,3,12.814,
595,D2C,D,2,C,Carbig,6.2,0.1114,0.0407,3,6.233,
596,D2C,D,2,C,Pinvul,0.4,0.0951,0.0071,2,2.325,
597,D2C,D,2,C,Pinvul,0.4,0.0893,0.0059,2,2.155,
598,D2C,D,2,C,Pinvul,0.6,0.0938,0.0068,2,2.546,
599,D2C,D,2,C,Rholap,1.8,0.0195,0.0077,4,0.813,
600,D2C,D,2,C,Rholap,3.2,0.0425,0.0161,4,1.636,
601,D2C,D,2,C,Rholap,3.8,0.0673,0.0264,5,2.437,
602,D2C,D,2,C,Tofpus,0.8,0.0412,0.0124,5,1.407,
603,D2C,D,2,C,Tofpus,1.2,0.0264,0.008,5,0.934,
604,D2C,D,2,C,Tofpus,0.9,0.0456,0.0143,8,1.632,
605,D2C,D,2,C,Trices,13.2,0.1617,0.0642,5,4.697,
606,D2C,D,2,C,Trices,11.9,0.2132,0.0844,7,5.923,
607,D2C,D,2,C,Trices,8.7,0.2331,0.0897,10,6.777,
608,D2C,D,2,C,Sallap,18,0.2418,0.101,3,10.065,
609,D2C,D,2,C,Sallap,14,0.2626,0.1096,3,10.705,
610,D2C,D,2,C,Sallap,13,0.294,0.1239,3,13.27,
611,D2C,D,2,C,Hupsel,2.6,0.013,0.005,20,0.691,
612,D2C,D,2,C,Hupsel,4.2,0.0124,0.0046,20,0.586,
613,D2C,D,2,C,Hupsel,3,0.0144,0.0047,20,0.75,
614,D2C,D,2,C,Dryoct,3.5,0.0544,0.0225,3,1.881,
615,D2C,D,2,C,Dryoct,3.2,0.0407,0.0161,3,1.48,
616,D2C,D,2,C,Dryoct,3.9,0.0539,0.0221,4,1.924,
617,D2C,D,2,C,Equsci,3.7,0.08,0.0321,5,1.893,
618,D2C,D,2,C,Equsci,4.6,0.0471,0.0163,2,1.09,
619,D2C,D,2,C,Equsci,3.6,0.1319,0.0496,5,3.087,
620,D1SF,D,1,SF,Andpol,2.6,0.039,0.0164,5,1.947,
621,D1SF,D,1,SF,Andpol,3,0.0482,0.0203,6,1.285,
622,D1SF,D,1,SF,Andpol,3.6,0.0528,0.0225,7,3.047,
623,D1SF,D,1,SF,Arcalp,3.8,0.1385,0.054,4,5.607,
624,D1SF,D,1,SF,Arcalp,5.7,0.1631,0.0695,4,5.859,
625,D1SF,D,1,SF,Arcalp,3.9,0.2385,0.1037,4,8.372,
626,D1SF,D,1,SF,Baralp,8,0.1007,0.0287,5,5.379,
627,D1SF,D,1,SF,Baralp,7.5,0.1051,0.0377,6,4.609,
628,D1SF,D,1,SF,Baralp,4.9,0.0936,0.0279,6,4.107,
629,D1SF,D,1,SF,Bisviv,5.1,0.0992,0.0261,2,2.498,
630,D1SF,D,1,SF,Bisviv,4.6,0.1384,0.0307,2,3.324,
631,D1SF,D,1,SF,Bisviv,10.3,0.1865,0.0466,2,5.748,
632,D1SF,D,1,SF,Carbig,11.4,0.1675,0.0481,4,6.644,
633,D1SF,D,1,SF,Carbig,8.8,0.0827,0.0402,3,5.906,
634,D1SF,D,1,SF,Carbig,5.5,0.0722,0.0251,3,4.091,
635,D1SF,D,1,SF,Equpra,17.4,0.3615,0.0963,1,11.987,
636,D1SF,D,1,SF,Equpra,13.1,0.344,0.0892,1,10.141,
637,D1SF,D,1,SF,Equpra,13.6,0.425,0.1171,1,14.709,
638,D1SF,D,1,SF,Tofpus,2.8,0.0448,0.0147,7,1.626,
639,D1SF,D,1,SF,Tofpus,2.1,0.0683,0.0227,9,2.999,
640,D1SF,D,1,SF,Tofpus,1.8,0.0536,0.0186,6,2.089,
641,D1SF,D,1,SF,Sallap,25,0.3066,0.1141,3,11.869,
642,D1SF,D,1,SF,Sallap,33.5,0.5455,0.2234,3,18.39,
643,D1SF,D,1,SF,Sallap,11.2,0.2563,0.0901,3,9.649,
644,D1SF,D,1,SF,Trices,10,0.1752,0.064,6,7.067,
645,D1SF,D,1,SF,Trices,10.7,0.2645,0.1022,7,10.159,
646,D1SF,D,1,SF,Trices,12,0.2618,0.1047,7,10.352,
647,D1SF,D,1,SF,Silaca,2.1,0.0461,0.0126,15,0.973,
648,D1SF,D,1,SF,Silaca,2.2,0.0572,0.0142,15,1.293,
649,D1SF,D,1,SF,Silaca,1.6,0.0548,0.0129,15,1.806,
650,D1SF,D,1,SF,Carvag,4.4,0.0759,0.0297,5,4.429,
651,D1SF,D,1,SF,Carvag,5.6,0.0427,0.0172,2,3.586,
652,D1SF,D,1,SF,Carvag,3.6,0.0339,0.0107,3,2.045,
653,D1SF,D,1,SF,Equsci,7.5,0.1189,0.0456,5,4.124,
654,D1SF,D,1,SF,Equsci,4.3,0.0758,0.0295,4,1.849,
655,D1SF,D,1,SF,Equsci,2.9,0.0411,0.0162,2,0.945,
656,D1C,D,1,C,Baralp,7.6,0.0647,0.0206,6,3.335,
657,D1C,D,1,C,Baralp,7.2,0.1023,0.0359,6,5.491,
658,D1C,D,1,C,Baralp,5,0.0434,0.0146,6,2.954,
659,D1C,D,1,C,Bisviv,4.6,0.1984,0.0538,2,6.992,
660,D1C,D,1,C,Bisviv,5.6,0.1453,0.0406,2,4.919,
661,D1C,D,1,C,Bisviv,8.2,0.1735,0.0509,2,6.025,
662,D1C,D,1,C,Carbig,6.2,0.0623,0.0252,3,3.389,
663,D1C,D,1,C,Carbig,6.7,0.0597,0.0251,3,4.685,
664,D1C,D,1,C,Carbig,6.5,0.1599,0.0658,2,7.879,
665,D1C,D,1,C,Sallap,12.2,0.5977,0.2353,3,25.22,
666,D1C,D,1,C,Sallap,23,0.412,0.1579,3,16.683,
667,D1C,D,1,C,Sallap,17,0.6485,0.2641,3,21.612,
668,D1C,D,1,C,Equpra,16,0.6009,0.1632,1,22.268,
669,D1C,D,1,C,Equpra,10.3,0.1532,0.0405,1,4.51,
670,D1C,D,1,C,Equpra,10.2,0.1299,0.0369,1,4.063,
671,D1C,D,1,C,Tofpus,2.9,0.0674,0.0216,6,2.989,
672,D1C,D,1,C,Tofpus,2.6,0.0413,0.0155,5,1.523,
673,D1C,D,1,C,Tofpus,2.7,0.0769,0.0243,6,3.196,
674,D1C,D,1,C,Trices,7,0.1006,0.0378,7,3.443,
